name,public_key,lat,lon
Hausach🌲Repeater2,9b9a49fe1ae011ec7be0a68890cbfa6db0cdbf6b757a9eca888ec130533b6ae9,48.2926470,8.2022920
Hausach🌲Repeater4,bdbb9643e78d3230dfe2242af4296b1384c17b2d6cb20a1623dfd7dd4f36a279,48.3391710,8.1533560
HB9HKR Chrameschberg,57406e7737a4f86ccb947321519a12ecc894c47f8d2a3f7a59cd762a97db306d,47.5562400,8.7961900
HB9PAE-R,03372dd1868f665711113bc7cd2737913633b3573214dc2c91be722179b432f6,47.4981640,8.5437260
HeinrHertz ka-mesh.de,c2f8b7a649fc00091127d7ba265845c49be6e5bcddc2dd336199eea7609423a1,48.9978670,8.3841060
Helltec Repeater,f3933e8a447c92ffa51cbf4e2352d33f538ee54fed5a2971ce98e5c2289dbed6,49.7558810,8.4845040
Heltec Repeater FR,7dc0fd13ee53e7737f0be74397be0a92fd189409a371351ede5857eac91dd2bc,47.9996000,7.7915000
Hemsbergturm,df4e646e0f06c6b29456aeb66607cb0ba6ef93929c5230d06c2bb69899d9f6b2,49.6690200,8.6393700
hexa|home,1f1f1fad4ba046e3a07cd0ff71cfd7d4d8d38882b5a17ecd80844a3e31f6f87e,49.8837650,8.6519190
Hirschberg,b2d087be2aad78a4c4382fdb1ecd3cdef701f1bac1da066de32965e789e309fd,49.4987880,8.6494860
HoheFlum2,b6ecdb7d0a0af40fa4d2f4983a0d9e991d16385adf3ef7ab4408611ebcda4894,47.6336230,7.8220140
Hornisgrinde,48c9e9a2e17ff35bbdcb24919b7c4efdac1f4cef5a435b00d6cb5f2270e3232e,48.6020500,8.2011190
Huge Banana Dragonfly,506f5213663ea16c674ace6fc8b27f2fd05e4dafe30d557a1364d15a5fa586ed,48.4454580,9.2189040
HWG Tbeam Repeater,5f078e671a3084c23d04ad99a6f5e458a6e3691f580d127d3bc9ed975d456cdc,49.4731150,8.4236780
HWR Repeater 2,f681f3dda8d0fe2648ab60bbd0af378401998717f004a190bd1ced877deaa3c7,49.5627830,6.7840430
IGEL Repeater DA,43ced5ae886d3a30fc669e30c82373e5b482659b45f833e23f72880db13bbf4b,49.8146700,8.6273000
Igel-Net-Rpt-MTK,3ebb06db2cd2c065e0d4a92455003cb5bde91d297699c36b048e0034455b611a,50.0129580,8.3564500
IHW@Langen,07f0c69eef44e34886a568f0968fce8ea8aa02767a949d23d08759978e4c8acb,49.9915820,8.6377630
JN49GLbratwurst.network,97755cc1b99f9c38f589503e8885c45e4934930dee112b44ae0890d38cd55082,49.4865100,8.5310700
Jockgrim S🌞|de-rp,beef2a8791f9d878f9c94aa9a753e11b92d361500b2e25e4f0055b7f602cbfcd,49.0900700,8.2846300
Kaisers_Stuhl_Ost_1,c96926e9fef7d08b2434e5f9ff92c187dfbd5deef57418bfb6d66f2ba0ab3de4,48.0869200,7.7034400
Karlsbad Repeater,cccb27a248915fb7e9d8ead36a0f6b0426671bd8e3d6058fd8bb3a33d26faf9a,48.9077990,8.5076210
KatS-KG Kissinger Hütt,a2a9d395c2ad4210a5c8fd6a64cda1edb5de3b2237761e6a70ba4251c0c4f13f,50.3435500,9.9428050
KatS-KG Kothen,af1b5a447c537faa3b2a7cbba3c404783812b673ac2f0e273b4d642a5cc25555,50.3867200,9.7547900
KatS-KG Wasserkuppe,2b1f1f51889ab25966bfd105fab346d0051dcf649a62d2c818bb798a46d4dfd9,50.4977410,9.9358460
Khadgar,e9b39c2b5a4d501b456b12ec90881fe5a8108df67901c570ef600c35f2865272,47.7476700,7.3870500
Kirchberg - bfmsh.de,5afd5365f70fab4955aeca2781a5bb71510365c517c66cfa0da8c3189950ba7a,47.9225060,7.7507450
KT-SWBG,51505c39a26f39faeb6e976a6cb643798ddd255c210454a1bf2d2228efefeed8,49.7233900,10.2747300
Liederbach Repeater Sol,fce2c1744f0f38e8256bfc1dfcd5a5bce370e521c94d9099162f14fa4077ffb0,50.1184600,8.4891600
LTZ ka-mesh.de,351d39e508f7461c67c76b1b65296047ca04ac6d3aef306aad9d6d3e1a8ba734,49.0019700,8.4934000
Marbach 🥐 OHR 1,9ee8696ed02cabbe7843459816b0c242ec6a41128f664134b4e3ae5779a742fd,48.9251760,9.2566520
Marty-rEp,af88fd41d581df1653a16e72f9541ecbdd7b99914706de507a63d74f88b1ceae,49.2770200,8.5055000
MBG01 Solar Rauenberg,3c90eca940339e6921ebdaeb75271d8047461d97855cbba6437d60b6db25e8e1,49.2557800,8.6801000
Meerbachtal,104edd1739e62ad3ce604a3521de366744c8f89cd99a0b1766dcafa96594a91f,49.6763410,8.6655270
Melibokus-Solar-Repeat,df007a349f99b669b7a102adce38ccd024cc54c086496364dfb0a89be367bc41,49.7247770,8.6359780
MeshCore Repeater Aesch,7b5b518a38973d53144ec4902c39634dc9d0b0473323f8d67e2c64f3506cfc82,47.5501900,7.5939400
MobilREP_CHZ,112f886f68df92a082946793c7065eb3250334f611ff5733183af11e73ef91b4,49.4356100,6.5922600
ms_solar_mhst,2a4c24eafba006ab49e97ef4b30594138f85bfd8af92dab756411ac7625852bf,48.9880190,9.5652320
MSe @ DE-DA-Arheilgen,330c5bde960785c2e81eddadb1b8099741dfd79bc3f8e90e1e99c44c0f17a3ed,49.9115700,8.6619300
Mz-MLK-Rep,c3f584175acd5a55ee67e1e9460faf0a8839cdcdf6cbaf614ea49f0d1f2559d6,50.0012900,8.2501300
nebelfunk,e0b169e015aecfa6eeb9d5527bee33c53bf85853611c7e7e75f0b02caf16da2e,47.9818760,7.8158020
Neuhermsheim Garten🌼,3d2775c6e5026a253f4b16578298d65fb7e03d8092b5557fec3203a4ad7fc5b9,49.4679500,8.5143100
Node_Ditzingen,6a7a7ea185ff71a39e377dcf4ceb9dc259b2176a301272b363bde36c6e75ea71,48.8297100,9.0645100
Node_Murr,eda262e9d48ab30d333bb28a06ff6dd91ae2cccd5eca50ed7c317b529690443f,48.9600680,9.2517900
Oetigheim N0rd,a2e2914ac24250563a1559ae684be49c48c8763349c410e92cbcfc50a5779c70,48.8952900,8.2468600
Offenbach Test,0f0b78d6afab7cbd3fc98d89af8432b7658ebfb1ea256bdca83abb851ed80740,50.1058500,8.7609400
Partisan Rep HOM,f7008742690ffd3e6dcc8a31b624850f719211dd5d9ec58e401a3c263f76986e,49.3201000,7.3432000
PF-Arlinger,d7e789f5ec138d6a5a02087e13634108d2118d224c83cf318597aed7d52fdf6a,48.8901200,8.6568000
PF-Arlinger 2,d81fd06f5efae34dca97d94f34763462d3690c96ac562290937ab1b77b9f5485,48.8901210,8.6568600
PF-HM ka-mesh.de,a12ad06be188432042658516c7adb0ff5d0aa46e6eb17af9f3727e2da9e9d3ed,48.8785690,8.7184120
PF-HU ka-mesh.de,0df9a9638466acbb1b5b83d19ce0ab2d0da6ed0578fd145d8488ec2ac51e2fe6,48.8623890,8.6997160
PHFR Repeater,e4665ee4f0fd5378c2ad10ed6b48cb83ee8f6284f6c9aa499bd084e9106ba657,47.9814300,7.8934200
Q17 Keltenhaus,16711d35018cec8330ec3aa9eb95d762780fcf751f571ff9a0d5a8af39a0ee30,49.1581570,7.3198160
R-N-MESH.de NW,6666666187af6cdd7cb0ea548c4b29ccc8d1b532c01c53b39de9b3ed134b94da,49.5051000,8.3745600
R-N-MESH.de Süd,77777779f146602a417d558ddb69939942364b4d244eb82a6eb7556ac70c00da,49.5051200,8.3745490
Ralf1,24ee6ddf1b5691c7302397fd82ac30395f69defaf6af4873d60e905398c2b587,49.8568280,8.6344990
Ralf2,c53035f652c525df2ab4309fee6c0c9f043bce30d52569e0c5b57de487c0c197,49.8567730,8.6343790
Raurica,984474374a2f4a6a6e3be9c6cc22df3c2375961e1d62ff4b1eaed24338410c2f,47.5036120,7.7817910
REF68,6f2b584c775c47abbb3297c83635bb75d1ffe474f3bf09d0bdffa049a01607c3,47.9804340,7.1262010
Repeat Stuff like Bo,a6b83603ceec029f89cef82bdf3fa429cc418e3d08dfd434080c25872c6785bb,47.9903800,7.8551500
Repeater @RI67,84a47f9cd4cf49856caa7fbe9bc0044544f27dd47fbb257ab919bf018567b6d3,48.8333410,8.0305590
Repeater Alzey,38a170c52c73101ecb529ad3eafc5273920585827499b7777da1d02a7c7ccf77,49.7390280,8.1080900
Repeater F4LFU,9225ee02263b3778e7d89566055e239a436ecbd6b1c608b1af8fa846bc5b4977,46.9969140,4.7104610
Repeater Flehingen,050919e92f71712ce2f1bf838a6994068ad4930f531aaa258d0cdc87818f64c9,49.0918900,8.7898400
Repeater LB West 71636,78df38b93bba161a32eba49aca7d8a1604b9096fe579a47d31c5a19e0a00081c,48.8951490,9.1636400
Repeater Neuhausen,89817bfac6a756ed5f7b0298c05e689853c8387bbfc6f3c98c4ddab6e0026b30,49.6447910,8.3512410
Repeater Winden,640474581b6fc3261c162408552b6c0f42598d266ed2debd5fecbcba2238e04d,50.3409710,7.8253150
Repeater Woerth a.Rh.,b8962048f8ecb802e662bc22d1eeb3b8618a99b78692770bf5a1077ac916375a,49.0501650,8.2579030
Repeater Wörth DC5PS,d31667c2fb7796ef6fac87eba553b70d1b797a3d26752c14850735e5063ca4b9,49.0498880,8.2538090
Repeater-Kalmit,4099e289e82a1504e6ce0e3b757e3481ad7202850a1ac4af9a04d1895b8ef8ec,49.3194000,8.0821290
Repeater_KL_West,30293dec45e424b34515b080439349c9578cf6575960a0d7086675a9cb77b3c9,49.4289010,7.6599000
RIP-Eater,1ab26489898f2c86d597186343e0084dac8347ea8c16080822bb0d7bd33a29dd,48.9118900,9.2100200
Roadrunner,28be527aa1262294b1aaa0be225e1a39a812a30ba8e62a986243c8625d4bbead,48.9579450,8.8467730
Rpt Haut Jura Sud F4APL,6e12de043f8864104f3cc9613efb9d0bd8a546630321c599c244fc3ad185276b,46.3016810,5.7402940
Schauinsland - bfmsh.de,a7be28759cc345dbe8d347164c32949b063d437344755adcf3c5b940bf56d6cf,47.9118910,7.8988000
Schuetzingen Repeater,e86c89793d08d16e6dad367429424515560849e9ef6bdad19446fb540c3573bb,48.9964270,8.9072230
SenseBerg,6dc42f94d7c2fb8df85a41065aa81d46daa97081583c7e2d5647b088b90f0744,48.9675030,8.8325770
Sinzheim HB,32328d74e763e55c6e72d27c5b6b9dcffeddda4ceb766749e5defc7c3c87e3a2,48.7636010,8.1785260
Sinzheim Nord 2,512c068ab92e9d24ff921606c1ebc8c04a1db7fe26d747cd98349c319ce2beb9,48.7673940,8.1705120
Sinzheim_Nordost1,df18a75839391c55c81ba300708f7bec022dd10ad6a1348d8edc225baf94ea20,48.7674810,8.1785590
SL-SB-HSW-1-Rep-Eiweile,534a9ce94e21efefa19deb97a74e2619446daf1967502a182c3bea782f704a11,49.3693900,6.9367200
sMæshRepeat,1ca27110492dea09889152f37c11cd4c904ef00d26871d4289d9396d9e3d9362,49.6737000,7.8705500
Spielberg Repeater,f1f9cd18d1c4a508632ecf50b03d099b36867b2859e00c42817f05c2a8e25632,48.8961500,8.4718900
Starmap Repeater,d4a8c42e9a22d98d0710d08dd52b066da774fc13b622e1653b2c2e507ff9e16b,49.9149020,8.4854610
StaysafeRP_001,a6ccdf4ef76b03877bd6561a0833c03362256db54cdb6521ef9571ced2a99eaf,48.6439200,7.8915200
Stbg Conseil Xv Repeate,fd110d90e5f024d2998024f5baee59fd4e7b41252df688afe255c5d9d98d543d,48.5850980,7.7764360
Steinbach OTS,6f0795245d1d6e65aa55ae51e0959356835f5e15b23402d34181387e38c65f3b,50.1696100,8.5849000
Strasbourg Beethoven,423ed3feed97b06897e857b9e841c34aa3ec69f7eda38bdbfe0352deac206e23,48.5854090,7.7727600
Stutensee - Spoeck,8627a8b8866ebe35561f4793d6f6a4ca9c660c34d6008ce6047097f7d9c169d3,49.1135520,8.5064400
Stuttgart-S,1b65bafcdaf0981e9f40b2820210c31884dd09361337d54d1f28431472519b14,48.7654500,9.1587600
SWK02TB,e6fcb85f3b9e51c79090c07d5e3fc20475ac1e70aeac2fbb03e12e70a6b6d4ef,48.9974480,8.4820050
SWK100HQ,c83e8d1f421284c0fbd00bb37e027cea76058caa854ebb6eaa01c3ddbcf57121,49.0078700,8.3426500
Test RP Dienheim,ebe062a71edf450e04cfea22548708f39ed020f7a604f2147fb668a994b15026,49.8527780,8.3375960
Teufelsmühle Test-Rep.,91d07c7a7572f9a41dabc6a7351bd9243e040d3cd15e81e511cac15ed41c117e,48.7573010,8.4077300
TH-RDG-RP-MC,61d03411e565bfb43879613d852df91177c9567f6af7d8d36a210396097042ab,50.0082520,8.8892430
UM-MZ,43ade65ced209dc2bc5f8508272c0a587bdc09b95aa0d341c6d39851d7c7eb93,49.9928500,8.2620100
VLT-TC-INDSTRS-HQ,1a9e82af0a05307ec7d2f32b315c977c092712d73d36e7c96fa1cceb55c13c38,48.9104700,8.4351100
Vulcan Prime,1d6fc3f369514246de4462619f6605e4b76658aa92ca9ce46a17b4067090b986,49.8866250,8.0706900
Wahlschied Im Dorf,82e42ae0b25f0da1eec01adddf1fc99374b9c9207feac5593512e2a9bb8a9c09,49.3420480,7.0004180
Weingarten Repeater 1,18ea8fd9aca0df257c9e969be851f617a85ce875ed1775844d70849c97297800,49.0543700,8.5248290
WN.Remshalden.Geradstet,f42260a7a5799ef608699f164ecb5814455458f37798e8e754390eb17b957122,48.8130000,9.4450000
WN.Schorndorf.Reuteweg,3a14ca48a91a5ae416ac8ba8429797d1af0941020010e8399740d17cbb7579ae,48.7825000,9.5128000
WN.Weinstadt.Belzberg,214e6926ab27af781fd1cfbe87b404b33268e7e607b4c6486deed298cbb510ae,48.8330800,9.3840300
WN.Weinstadt.Blub,b6011fdd7fe8b7f1af9925f5dbc7c466b943e614089ed57f86c8a86e58eaf8c3,48.8138700,9.3671500
WÜ-AFUZ,bb1b8bed114f5ae8dfa41780ea5a745bac43cd1586b14f34f016770c28f052e7,49.7599500,9.9224000
Zeitschleuse 2 - LD,476e37bb4fe6f74d845cf1355a7f1fc682df01182b8df79651163382dd9ac113,49.1965740,8.1191190
Östringen tr.ee/mc76,2dd94e1a5358e49f7323a6d9366fc223e79221782b22391de10686b780e122f1,49.2242040,8.7174430
⚔️JAGDABSEHEN.DE KA,f92ea8af1903e13b34172f7cc4743f7f864dfbf374bbe2b45006c45e59ae7edf,49.0334090,8.3341580
🌲BlackForest🌲 VS,a5aef8b95843b95ac5686404267a720d8342b303d7e1227a5be3cd60f6b45b66,48.0685610,8.5288560
💥DL1ISG💥 JN49EB�,c9b61ca9ddb8a880bcd05040a803fb1fcd182bc345fb60dad01a6d75e14c11c6,49.0493770,8.3925840
